n1,n2,weight,weight_abs,Question Short_x,Question Short_y
10,25,0.062876985739,0.062876985739,pilgrimages,sup. rew. this life
11,25,0.028717080035,0.028717080035,afterlife belief,sup. rew. this life
12,25,0.060668760412,0.060668760412,reincarn. karma,sup. rew. this life
13,25,-0.066617292607,0.066617292607,human sac.,sup. rew. this life
14,25,0.16072300596,0.16072300596,supreme god,sup. rew. this life
15,25,0.17603131932,0.17603131932,sup. monit. prosoc.,sup. rew. this life
16,25,0.039103251478,0.039103251478,sup. care sex,sup. rew. this life
17,25,0.2541105907,0.2541105907,sup. care oat,sup. rew. this life
18,25,0.10613630584,0.10613630584,sup. care rit.,sup. rew. this life
19,25,0.065205886993,0.065205886993,sup. care conv.,sup. rew. this life
20,25,-0.026079067386,0.026079067386,sup. pun. enf. norm,sup. rew. this life
21,25,0.01049825929,0.01049825929,sup. pun. afterlife,sup. rew. this life
22,25,0.30361729711,0.30361729711,sup. pun. this life,sup. rew. this life
23,25,-0.096646269095,0.096646269095,sup. rew. enf. norm,sup. rew. this life
24,25,0.12934172489,0.12934172489,sup. rew. afterlife,sup. rew. this life
1,26,-0.2289439876,0.2289439876,vio. conf. in,messianic
2,26,-0.0096516338928,0.0096516338928,vio. conf. out,messianic
3,26,-0.072234140457,0.072234140457,proselytize,messianic
4,26,-0.12608234568,0.12608234568,polity enf. obs.,messianic
5,26,-0.14058964896,0.14058964896,apos. punish,messianic
6,26,0.057972560958,0.057972560958,script. written,messianic
7,26,-0.032561890198,0.032561890198,formal script. int.,messianic
8,26,-0.022030277516,0.022030277516,monuments,messianic
9,26,-0.0062779726498,0.0062779726498,mass gather,messianic
10,26,0.029146108172,0.029146108172,pilgrimages,messianic
11,26,-0.11780429665,0.11780429665,afterlife belief,messianic
12,26,0.011360754916,0.011360754916,reincarn. karma,messianic
13,26,0.061761944273,0.061761944273,human sac.,messianic
14,26,0.036479646523,0.036479646523,supreme god,messianic
15,26,0.086044707905,0.086044707905,sup. monit. prosoc.,messianic
16,26,-0.011896874758,0.011896874758,sup. care sex,messianic
17,26,0.08043988264,0.08043988264,sup. care oat,messianic
18,26,-0.085435459655,0.085435459655,sup. care rit.,messianic
19,26,0.21523354965,0.21523354965,sup. care conv.,messianic
20,26,-0.042922986902,0.042922986902,sup. pun. enf. norm,messianic
21,26,0.35238153989,0.35238153989,sup. pun. afterlife,messianic
22,26,-0.18334705588,0.18334705588,sup. pun. this life,messianic
23,26,-0.018276955445,0.018276955445,sup. rew. enf. norm,messianic
24,26,0.25779742561,0.25779742561,sup. rew. afterlife,messianic
25,26,-0.1142897673,0.1142897673,sup. rew. this life,messianic
1,27,0.29000211019,0.29000211019,vio. conf. in,soc. norms presc.
2,27,0.28032788124,0.28032788124,vio. conf. out,soc. norms presc.
3,27,0.088591071813,0.088591071813,proselytize,soc. norms presc.
4,27,0.089035045354,0.089035045354,polity enf. obs.,soc. norms presc.
5,27,0.19558653387,0.19558653387,apos. punish,soc. norms presc.
6,27,0.072357356247,0.072357356247,script. written,soc. norms presc.
7,27,0.01084207177,0.01084207177,formal script. int.,soc. norms presc.
8,27,-0.059753806573,0.059753806573,monuments,soc. norms presc.
9,27,-0.10028499954,0.10028499954,mass gather,soc. norms presc.
10,27,0.014017325362,0.014017325362,pilgrimages,soc. norms presc.
11,27,0.20611592812,0.20611592812,afterlife belief,soc. norms presc.
12,27,-0.12294961191,0.12294961191,reincarn. karma,soc. norms presc.
13,27,-0.17894364208,0.17894364208,human sac.,soc. norms presc.
14,27,0.066456956833,0.066456956833,supreme god,soc. norms presc.
15,27,0.081411989306,0.081411989306,sup. monit. prosoc.,soc. norms presc.
16,27,0.13910528915,0.13910528915,sup. care sex,soc. norms presc.
17,27,0.15257676506,0.15257676506,sup. care oat,soc. norms presc.
18,27,0.2288384097,0.2288384097,sup. care rit.,soc. norms presc.
19,27,-0.17863350933,0.17863350933,sup. care conv.,soc. norms presc.
20,27,0.075816059174,0.075816059174,sup. pun. enf. norm,soc. norms presc.
21,27,-0.10641331603,0.10641331603,sup. pun. afterlife,soc. norms presc.
22,27,0.13657095457,0.13657095457,sup. pun. this life,soc. norms presc.
23,27,0.12296513947,0.12296513947,sup. rew. enf. norm,soc. norms presc.
24,27,-0.056179789173,0.056179789173,sup. rew. afterlife,soc. norms presc.
25,27,0.057110710171,0.057110710171,sup. rew. this life,soc. norms presc.
26,27,-0.19134637956,0.19134637956,messianic,soc. norms presc.
1,28,0.034848607311,0.034848607311,vio. conf. in,conv.-moral dist.
2,28,-0.13273645751,0.13273645751,vio. conf. out,conv.-moral dist.
3,28,0.016700336538,0.016700336538,proselytize,conv.-moral dist.
4,28,0.15892471532,0.15892471532,polity enf. obs.,conv.-moral dist.
5,28,0.042485286939,0.042485286939,apos. punish,conv.-moral dist.
6,28,0.01289216388,0.01289216388,script. written,conv.-moral dist.
7,28,-0.033584726523,0.033584726523,formal script. int.,conv.-moral dist.
8,28,-0.010113699333,0.010113699333,monuments,conv.-moral dist.
9,28,0.03055425862,0.03055425862,mass gather,conv.-moral dist.
10,28,0.072942628878,0.072942628878,pilgrimages,conv.-moral dist.
11,28,-0.0010463068876,0.0010463068876,afterlife belief,conv.-moral dist.
12,28,0.056861624193,0.056861624193,reincarn. karma,conv.-moral dist.
13,28,0.050661050564,0.050661050564,human sac.,conv.-moral dist.
14,28,0.11005137655,0.11005137655,supreme god,conv.-moral dist.
15,28,0.21613635735,0.21613635735,sup. monit. prosoc.,conv.-moral dist.
16,28,0.22974007914,0.22974007914,sup. care sex,conv.-moral dist.
17,28,0.22009246572,0.22009246572,sup. care oat,conv.-moral dist.
18,28,0.043063561075,0.043063561075,sup. care rit.,conv.-moral dist.
19,28,0.19289950286,0.19289950286,sup. care conv.,conv.-moral dist.
20,28,-0.016511874656,0.016511874656,sup. pun. enf. norm,conv.-moral dist.
21,28,0.10466268285,0.10466268285,sup. pun. afterlife,conv.-moral dist.
22,28,-0.033039862669,0.033039862669,sup. pun. this life,conv.-moral dist.
23,28,-0.068717014075,0.068717014075,sup. rew. enf. norm,conv.-moral dist.
24,28,0.051977508965,0.051977508965,sup. rew. afterlife,conv.-moral dist.
25,28,0.11819320884,0.11819320884,sup. rew. this life,conv.-moral dist.
26,28,0.11455919052,0.11455919052,messianic,conv.-moral dist.
27,28,0.0045745146013,0.0045745146013,soc. norms presc.,conv.-moral dist.
1,29,-0.16609706658,0.16609706658,vio. conf. in,celibacy req.
2,29,-0.14148714688,0.14148714688,vio. conf. out,celibacy req.
3,29,-0.25696696489,0.25696696489,proselytize,celibacy req.
4,29,-0.12125735489,0.12125735489,polity enf. obs.,celibacy req.
5,29,-0.19456021209,0.19456021209,apos. punish,celibacy req.
6,29,-0.16373798029,0.16373798029,script. written,celibacy req.
7,29,-0.0062538411665,0.0062538411665,formal script. int.,celibacy req.
8,29,-0.031811065196,0.031811065196,monuments,celibacy req.
9,29,-0.044023642925,0.044023642925,mass gather,celibacy req.
10,29,-0.0046291229896,0.0046291229896,pilgrimages,celibacy req.
11,29,-0.20400545115,0.20400545115,afterlife belief,celibacy req.
12,29,0.11886511853,0.11886511853,reincarn. karma,celibacy req.
13,29,0.23339680519,0.23339680519,human sac.,celibacy req.
14,29,-0.10466875484,0.10466875484,supreme god,celibacy req.
15,29,-0.075748247946,0.075748247946,sup. monit. prosoc.,celibacy req.
16,29,-0.16107998741,0.16107998741,sup. care sex,celibacy req.
17,29,-0.13188351137,0.13188351137,sup. care oat,celibacy req.
18,29,-0.23019296588,0.23019296588,sup. care rit.,celibacy req.
19,29,0.0059151797078,0.0059151797078,sup. care conv.,celibacy req.
20,29,-0.06229669875,0.06229669875,sup. pun. enf. norm,celibacy req.
21,29,0.10406429883,0.10406429883,sup. pun. afterlife,celibacy req.
22,29,-0.2708784966,0.2708784966,sup. pun. this life,celibacy req.
23,29,0.068207049924,0.068207049924,sup. rew. enf. norm,celibacy req.
24,29,0.0056365036935,0.0056365036935,sup. rew. afterlife,celibacy req.
25,29,-0.16266080732,0.16266080732,sup. rew. this life,celibacy req.
26,29,0.1696773159,0.1696773159,messianic,celibacy req.
27,29,-0.12856258413,0.12856258413,soc. norms presc.,celibacy req.
28,29,0.0032291379304,0.0032291379304,conv.-moral dist.,celibacy req.
1,30,-0.028290874412,0.028290874412,vio. conf. in,const. sex. act.
2,30,-0.018806681725,0.018806681725,vio. conf. out,const. sex. act.
3,30,-0.050296793341,0.050296793341,proselytize,const. sex. act.
4,30,0.081855488356,0.081855488356,polity enf. obs.,const. sex. act.
